epoch,binary_accuracy,loss,val_binary_accuracy,val_loss,val_vod_coefficient,vod_coefficient
0,0.9966107940673828,-0.8286418342590331,0.9977331161499023,-0.9056323337554931,0.827651839852333,0.7098101043701172
1,0.9966631031036377,-0.8278137135505677,0.9977340030670167,-0.9063020259141922,0.8287725976109505,0.7081809440255165
2,0.996692042350769,-0.8295466187596321,0.9977010822296143,-0.9044116103649139,0.8256131041049958,0.710392225086689
3,0.9965458822250366,-0.8281685820221901,0.9976663208007812,-0.9054065558314324,0.8272712054848671,0.7090102849900722
4,0.9965111112594605,-0.8295619258284569,0.9976841306686401,-0.9061013460159302,0.8284372755885124,0.7107046884298325
5,0.9966204023361206,-0.8291713839769363,0.9976650476455688,-0.9063038635253906,0.828774837255478,0.7100657460093498
6,0.9966188716888428,-0.831149550974369,0.99773268699646,-0.9070925942063331,0.8301142963767052,0.7131502351164818
7,0.9966716289520263,-0.8321793711185456,0.9976601457595825,-0.9058417296409607,0.8279922917485237,0.7144562804698944
8,0.996608910560608,-0.8298626315593719,0.9977356386184693,-0.9063770884275436,0.8289094308018684,0.7113162945210934
9,0.9965695381164551,-0.828423025906086,0.9977213859558105,-0.905470444560051,0.8273813644051552,0.7094035442173481
10,0.9965548324584961,-0.8259615427255631,0.9976531839370728,-0.9054555267095565,0.827348200082779,0.7060308447480201
11,0.996669545173645,-0.8330988445878029,0.9977142763137817,-0.9062759900093078,0.828729832470417,0.7156961348652839
12,0.9965924072265625,-0.8302435132861138,0.9977213191986084,-0.9052393138408661,0.8270241010189057,0.7117455500364304
13,0.9965817880630493,-0.8305295053124427,0.9977289199829101,-0.9058871036767959,0.8280872330069542,0.7120849488675595
14,0.996580777168274,-0.8287780982255936,0.9977025747299194,-0.9057869654893875,0.8279156142473221,0.7098910936713219
15,0.9965725040435791,-0.827579602599144,0.9976756763458252,-0.9054570066928863,0.8273644798994064,0.7083697818219662
16,0.9965102338790893,-0.8290288734436035,0.9976957321166993,-0.9059585466980934,0.8281930765509605,0.7100108925998211
17,0.9964926385879517,-0.8272435453534126,0.9976753997802734,-0.9063588488101959,0.8288603278994561,0.7076154425740242
18,0.9964997291564941,-0.8281546026468277,0.997695984840393,-0.90623848259449,0.8286656942963601,0.7089162357151508
19,0.9966760396957397,-0.8294231072068214,0.9977653646469116,-0.9071998250484467,0.8302921977639198,0.7103468388319015
20,0.9965441989898681,-0.8261747747659683,0.9977131175994873,-0.90642184227705,0.8289806294441223,0.7064023271203042
21,0.9964607906341553,-0.8271019548177719,0.9977217388153076,-0.9065305876731873,0.829179593026638,0.7071176274120807
22,0.9965260696411132,-0.8270112240314483,0.9977093410491943,-0.906962841451168,0.8298960056900978,0.7069605088233948
23,0.9964366340637207,-0.8252504749596119,0.9977026510238648,-0.9052686679363251,0.8270579305291176,0.7053649352490902
24,0.9967721843719483,-0.830571965277195,0.9977546834945679,-0.9072166490554809,0.8303050258755684,0.7118222403526306
25,0.9965627717971802,-0.8270214447379112,0.9976934289932251,-0.9061309400200844,0.8284863266348839,0.7070909103751183
26,0.9966568517684936,-0.8320845571160317,0.9976753091812134,-0.9059031268954277,0.8281121373176574,0.714965388327837
27,0.996701226234436,-0.8350284734368324,0.9976872491836548,-0.9058258965611458,0.8279813432693481,0.7181943228840828
28,0.9965635299682617,-0.82677061855793,0.9977529001235962,-0.9056206569075584,0.827638700902462,0.7068876555562019
29,0.9967025899887085,-0.829145674854517,0.9977156114578247,-0.9063650336861611,0.8288775753974914,0.7108489851653575
30,0.9966429185867309,-0.829446702003479,0.9976991081237793,-0.9054288521409035,0.8273103702068328,0.7110554137825966
31,0.9967363357543946,-0.8346653315424919,0.9977490758895874,-0.9066977575421333,0.8294416999816895,0.7177232429385185
32,0.9965901088714599,-0.8300056874752044,0.9976967096328735,-0.9058137157559395,0.8279469859600067,0.7111784672737121
33,0.996585259437561,-0.8295695596933365,0.9977229595184326,-0.9065825936198234,0.8292557972669602,0.710672393143177
34,0.9965831232070923,-0.82742805570364,0.9976993560791015,-0.9049505364894866,0.8265276670455932,0.7080131772160531
35,0.996622576713562,-0.832983013689518,0.997765154838562,-0.9068839013576507,0.8297499471902847,0.7157815884053708
36,0.9965932512283325,-0.8278291383385659,0.9976841974258422,-0.9060304555296897,0.8283239051699638,0.7087927259504795
37,0.9966821336746216,-0.8302659076452256,0.9977289628982544,-0.9064537647366524,0.8290319159626961,0.7121873134374619
38,0.9966338253021241,-0.8301800748705864,0.9977314043045044,-0.9059801134467125,0.8282341775298119,0.7111863332986832
39,0.9965557909011841,-0.828372220993042,0.9976549816131591,-0.9055243772268295,0.8274642097949981,0.709561292976141
40,0.9966175031661987,-0.8275232836604118,0.9977030611038208,-0.906756442785263,0.8295330947637558,0.7081224013864994
41,0.9965684127807617,-0.8285516405105591,0.9977274656295776,-0.9063232946395874,0.828822178542614,0.7089285835623741
42,0.9965743017196655,-0.8311458232998848,0.9977472877502441,-0.9058994367718697,0.8281137311458587,0.7133519959449768
43,0.9966753244400024,-0.8291586509346962,0.9977419757843018,-0.9058095201849937,0.8279622828960419,0.7102944260835647
44,0.996649751663208,-0.8267889398336411,0.9976845836639404,-0.9054755771160126,0.8273897925019265,0.7071638073027134
45,0.9965391159057617,-0.8284001728892326,0.9976943349838256,-0.9061979800462723,0.8285875341296196,0.7092714466154575
46,0.9965509653091431,-0.828921914100647,0.9977408456802368,-0.9078010877966881,0.8312795051932335,0.7102244752645492
47,0.9965415716171264,-0.8281410005688667,0.9976901817321777,-0.9057670640945434,0.8278755125403404,0.708565072864294
48,0.9965493440628052,-0.829086691737175,0.997753586769104,-0.9060201182961464,0.8283103042840958,0.7101101113855839
49,0.9965624237060546,-0.8268544256687165,0.9976719045639038,-0.9055684122443199,0.8275269663333893,0.7066279201209545
